pair,ema,bol_band,bol_std,result
ETH/USDT,26,99,26,292.28
BTC/USDT,26,99,26,340.35
DOGE/USDT,26,99,26,591.52
NEAR/USDT,26,99,26,-72.63
TIA/USDT,26,99,26,-57.59
TAO/USDT,26,99,26,-13.7
TON/USDT,26,99,26,-9.76
ETH/USDT,26,99,27,271.86
BTC/USDT,26,99,27,320.83
DOGE/USDT,26,99,27,589.69
NEAR/USDT,26,99,27,-53.09
TIA/USDT,26,99,27,-62.07
TAO/USDT,26,99,27,-18.09
TON/USDT,26,99,27,-12.54
ETH/USDT,26,99,28,229.34
BTC/USDT,26,99,28,307.4
DOGE/USDT,26,99,28,582.79
NEAR/USDT,26,99,28,-34.95
TIA/USDT,26,99,28,-58.2
TAO/USDT,26,99,28,-19.53
TON/USDT,26,99,28,-10.83
ETH/USDT,26,99,29,200.5
BTC/USDT,26,99,29,292.6
DOGE/USDT,26,99,29,547.23
NEAR/USDT,26,99,29,-6.99
TIA/USDT,26,99,29,-46.13
TAO/USDT,26,99,29,-33.3
TON/USDT,26,99,29,-10.28
ETH/USDT,26,100,17,399.78
BTC/USDT,26,100,17,230.04
DOGE/USDT,26,100,17,676.1
NEAR/USDT,26,100,17,137.24
TIA/USDT,26,100,17,-69.09
TAO/USDT,26,100,17,10.11
TON/USDT,26,100,17,-12.55
ETH/USDT,26,100,18,490.19
BTC/USDT,26,100,18,239.2
DOGE/USDT,26,100,18,713.53
NEAR/USDT,26,100,18,116.27
TIA/USDT,26,100,18,-97.41
TAO/USDT,26,100,18,5.27
TON/USDT,26,100,18,-12.94
ETH/USDT,26,100,19,467.69
BTC/USDT,26,100,19,260.43
DOGE/USDT,26,100,19,687.92
NEAR/USDT,26,100,19,110.22
TIA/USDT,26,100,19,-77.85
TAO/USDT,26,100,19,-11.79
TON/USDT,26,100,19,-10.56
ETH/USDT,26,100,20,448.49
BTC/USDT,26,100,20,284.44
DOGE/USDT,26,100,20,651.11
NEAR/USDT,26,100,20,72.49
TIA/USDT,26,100,20,-114.89
TAO/USDT,26,100,20,-48.61
TON/USDT,26,100,20,-10.99
ETH/USDT,26,100,21,465.17
BTC/USDT,26,100,21,325.5
DOGE/USDT,26,100,21,676.96
NEAR/USDT,26,100,21,4.91
TIA/USDT,26,100,21,-92.43
TAO/USDT,26,100,21,-29.95
TON/USDT,26,100,21,-6.86
ETH/USDT,26,100,22,447.02
BTC/USDT,26,100,22,291.57
DOGE/USDT,26,100,22,699.53
NEAR/USDT,26,100,22,-76.64
TIA/USDT,26,100,22,-84.21
TAO/USDT,26,100,22,-26.3
TON/USDT,26,100,22,-9.11
ETH/USDT,26,100,23,412.65
BTC/USDT,26,100,23,325.37
DOGE/USDT,26,100,23,670.29
NEAR/USDT,26,100,23,-87.0
TIA/USDT,26,100,23,-91.19
TAO/USDT,26,100,23,-13.38
TON/USDT,26,100,23,-10.44
ETH/USDT,26,100,24,385.45
BTC/USDT,26,100,24,380.43
DOGE/USDT,26,100,24,620.1
NEAR/USDT,26,100,24,-111.83
TIA/USDT,26,100,24,-55.39
TAO/USDT,26,100,24,5.6
TON/USDT,26,100,24,-10.01
ETH/USDT,26,100,25,378.09
BTC/USDT,26,100,25,339.67
DOGE/USDT,26,100,25,589.49
NEAR/USDT,26,100,25,-91.19
TIA/USDT,26,100,25,-56.71
TAO/USDT,26,100,25,-4.95
TON/USDT,26,100,25,-9.96
ETH/USDT,26,100,26,282.55
BTC/USDT,26,100,26,337.51
DOGE/USDT,26,100,26,595.77
NEAR/USDT,26,100,26,-66.33
TIA/USDT,26,100,26,-51.48
TAO/USDT,26,100,26,-17.24
TON/USDT,26,100,26,-9.76
ETH/USDT,26,100,27,275.54
BTC/USDT,26,100,27,319.6
DOGE/USDT,26,100,27,589.75
NEAR/USDT,26,100,27,-56.14
TIA/USDT,26,100,27,-62.75
TAO/USDT,26,100,27,-18.09
TON/USDT,26,100,27,-11.63
ETH/USDT,26,100,28,228.13
BTC/USDT,26,100,28,296.47
DOGE/USDT,26,100,28,579.91
NEAR/USDT,26,100,28,-40.39
TIA/USDT,26,100,28,-65.18
TAO/USDT,26,100,28,-23.2
TON/USDT,26,100,28,-10.83
ETH/USDT,26,100,29,203.2
BTC/USDT,26,100,29,284.55
DOGE/USDT,26,100,29,542.82
NEAR/USDT,26,100,29,-18.26
TIA/USDT,26,100,29,-31.95
TAO/USDT,26,100,29,-31.28
TON/USDT,26,100,29,-10.28
ETH/USDT,26,101,17,425.85
BTC/USDT,26,101,17,217.39
DOGE/USDT,26,101,17,673.93
NEAR/USDT,26,101,17,151.76
TIA/USDT,26,101,17,-70.35
TAO/USDT,26,101,17,15.6
TON/USDT,26,101,17,-11.6
ETH/USDT,26,101,18,483.53
BTC/USDT,26,101,18,229.51
DOGE/USDT,26,101,18,635.67
NEAR/USDT,26,101,18,122.81
TIA/USDT,26,101,18,-97.5
TAO/USDT,26,101,18,0.41
TON/USDT,26,101,18,-12.94
ETH/USDT,26,101,19,467.75
BTC/USDT,26,101,19,248.7
DOGE/USDT,26,101,19,676.46
NEAR/USDT,26,101,19,107.65
TIA/USDT,26,101,19,-79.15
TAO/USDT,26,101,19,-13.2
TON/USDT,26,101,19,-10.56
ETH/USDT,26,101,20,425.72
BTC/USDT,26,101,20,311.0
DOGE/USDT,26,101,20,655.52
NEAR/USDT,26,101,20,66.99
TIA/USDT,26,101,20,-112.08
TAO/USDT,26,101,20,-43.65
TON/USDT,26,101,20,-10.99
ETH/USDT,26,101,21,458.61
BTC/USDT,26,101,21,316.37
DOGE/USDT,26,101,21,708.22
NEAR/USDT,26,101,21,-27.2
TIA/USDT,26,101,21,-97.18
TAO/USDT,26,101,21,-37.25
TON/USDT,26,101,21,-8.38
ETH/USDT,26,101,22,451.59
BTC/USDT,26,101,22,320.8
DOGE/USDT,26,101,22,688.27
NEAR/USDT,26,101,22,-75.62
TIA/USDT,26,101,22,-85.99
TAO/USDT,26,101,22,-26.3
TON/USDT,26,101,22,-11.29
ETH/USDT,26,101,23,387.3
BTC/USDT,26,101,23,334.36
DOGE/USDT,26,101,23,686.16
NEAR/USDT,26,101,23,-85.87
TIA/USDT,26,101,23,-87.72
TAO/USDT,26,101,23,-13.0
TON/USDT,26,101,23,-9.27
ETH/USDT,26,101,24,373.41
BTC/USDT,26,101,24,360.43
DOGE/USDT,26,101,24,632.0
NEAR/USDT,26,101,24,-138.72
TIA/USDT,26,101,24,-57.91
TAO/USDT,26,101,24,3.36
TON/USDT,26,101,24,-10.01
ETH/USDT,26,101,25,351.46
BTC/USDT,26,101,25,337.62
DOGE/USDT,26,101,25,606.95
NEAR/USDT,26,101,25,-103.28
TIA/USDT,26,101,25,-51.11
TAO/USDT,26,101,25,-5.68
TON/USDT,26,101,25,-9.96
ETH/USDT,26,101,26,268.37
BTC/USDT,26,101,26,333.79
DOGE/USDT,26,101,26,606.72
NEAR/USDT,26,101,26,-66.78
TIA/USDT,26,101,26,-53.94
TAO/USDT,26,101,26,-17.24
TON/USDT,26,101,26,-9.76
ETH/USDT,26,101,27,255.0
BTC/USDT,26,101,27,314.7
DOGE/USDT,26,101,27,586.63
NEAR/USDT,26,101,27,-50.3
TIA/USDT,26,101,27,-64.85
TAO/USDT,26,101,27,-21.33
TON/USDT,26,101,27,-12.05
ETH/USDT,26,101,28,222.28
BTC/USDT,26,101,28,304.23
DOGE/USDT,26,101,28,575.45
NEAR/USDT,26,101,28,-3.66
TIA/USDT,26,101,28,-65.18
TAO/USDT,26,101,28,-24.49
TON/USDT,26,101,28,-13.95
ETH/USDT,26,101,29,178.41
BTC/USDT,26,101,29,276.04
DOGE/USDT,26,101,29,593.18
NEAR/USDT,26,101,29,-1.56
TIA/USDT,26,101,29,-34.98
TAO/USDT,26,101,29,-31.28
TON/USDT,26,101,29,-10.28
ETH/USDT,26,102,17,433.12
BTC/USDT,26,102,17,213.97
DOGE/USDT,26,102,17,666.44
NEAR/USDT,26,102,17,166.09
TIA/USDT,26,102,17,-76.34
TAO/USDT,26,102,17,11.58
TON/USDT,26,102,17,-12.03
ETH/USDT,26,102,18,468.99
BTC/USDT,26,102,18,237.97
DOGE/USDT,26,102,18,644.13
NEAR/USDT,26,102,18,121.89
TIA/USDT,26,102,18,-95.78
TAO/USDT,26,102,18,-1.8
TON/USDT,26,102,18,-13.31
ETH/USDT,26,102,19,467.73
BTC/USDT,26,102,19,267.48
DOGE/USDT,26,102,19,659.43
NEAR/USDT,26,102,19,97.57
TIA/USDT,26,102,19,-84.44
TAO/USDT,26,102,19,-18.88
TON/USDT,26,102,19,-10.56
ETH/USDT,26,102,20,423.53
BTC/USDT,26,102,20,310.86
DOGE/USDT,26,102,20,668.72
NEAR/USDT,26,102,20,70.91
TIA/USDT,26,102,20,-111.68
TAO/USDT,26,102,20,-38.11
TON/USDT,26,102,20,-10.99
ETH/USDT,26,102,21,456.35
BTC/USDT,26,102,21,316.73
DOGE/USDT,26,102,21,707.97
NEAR/USDT,26,102,21,-33.36
TIA/USDT,26,102,21,-97.18
TAO/USDT,26,102,21,-32.47
TON/USDT,26,102,21,-8.38
ETH/USDT,26,102,22,459.85
BTC/USDT,26,102,22,312.6
DOGE/USDT,26,102,22,700.95
NEAR/USDT,26,102,22,-61.85
TIA/USDT,26,102,22,-84.68
TAO/USDT,26,102,22,-28.74
TON/USDT,26,102,22,-11.29
ETH/USDT,26,102,23,389.3
BTC/USDT,26,102,23,314.17
DOGE/USDT,26,102,23,678.01
NEAR/USDT,26,102,23,-94.27
TIA/USDT,26,102,23,-91.05
TAO/USDT,26,102,23,-8.13
TON/USDT,26,102,23,-9.51
ETH/USDT,26,102,24,394.62
BTC/USDT,26,102,24,343.82
DOGE/USDT,26,102,24,677.78
NEAR/USDT,26,102,24,-123.41
TIA/USDT,26,102,24,-58.64
TAO/USDT,26,102,24,2.06
TON/USDT,26,102,24,-10.01
ETH/USDT,26,102,25,315.84
BTC/USDT,26,102,25,345.54
DOGE/USDT,26,102,25,597.41
NEAR/USDT,26,102,25,-89.76
TIA/USDT,26,102,25,-51.76
TAO/USDT,26,102,25,-5.99
TON/USDT,26,102,25,-11.48
ETH/USDT,26,102,26,256.98
BTC/USDT,26,102,26,332.64
DOGE/USDT,26,102,26,582.26
NEAR/USDT,26,102,26,-61.98
TIA/USDT,26,102,26,-49.68
TAO/USDT,26,102,26,-11.86
TON/USDT,26,102,26,-9.76
ETH/USDT,26,102,27,250.11
BTC/USDT,26,102,27,309.73
DOGE/USDT,26,102,27,579.26
NEAR/USDT,26,102,27,-52.95
TIA/USDT,26,102,27,-64.1
TAO/USDT,26,102,27,-23.15
TON/USDT,26,102,27,-12.05
ETH/USDT,26,102,28,219.75
BTC/USDT,26,102,28,283.37
DOGE/USDT,26,102,28,567.67
NEAR/USDT,26,102,28,25.07
TIA/USDT,26,102,28,-57.31
TAO/USDT,26,102,28,-26.33
TON/USDT,26,102,28,-13.95
ETH/USDT,26,102,29,170.91
BTC/USDT,26,102,29,287.03
DOGE/USDT,26,102,29,596.44
NEAR/USDT,26,102,29,-4.69
TIA/USDT,26,102,29,-34.52
TAO/USDT,26,102,29,-31.28
TON/USDT,26,102,29,-10.28
ETH/USDT,26,103,17,434.45
BTC/USDT,26,103,17,226.17
DOGE/USDT,26,103,17,643.37
NEAR/USDT,26,103,17,158.31
TIA/USDT,26,103,17,-78.76
TAO/USDT,26,103,17,14.22
TON/USDT,26,103,17,-12.78
ETH/USDT,26,103,18,485.86
BTC/USDT,26,103,18,259.28
DOGE/USDT,26,103,18,635.91
NEAR/USDT,26,103,18,142.73
TIA/USDT,26,103,18,-91.2
TAO/USDT,26,103,18,-2.88
TON/USDT,26,103,18,-9.55
ETH/USDT,26,103,19,449.93
BTC/USDT,26,103,19,257.12
DOGE/USDT,26,103,19,669.03
NEAR/USDT,26,103,19,108.49
TIA/USDT,26,103,19,-89.38
TAO/USDT,26,103,19,-9.72
TON/USDT,26,103,19,-10.56
ETH/USDT,26,103,20,457.72
BTC/USDT,26,103,20,317.41
DOGE/USDT,26,103,20,671.53
NEAR/USDT,26,103,20,75.05
TIA/USDT,26,103,20,-95.19
TAO/USDT,26,103,20,-31.48
TON/USDT,26,103,20,-10.99
ETH/USDT,26,103,21,465.41
BTC/USDT,26,103,21,310.06
DOGE/USDT,26,103,21,740.07
NEAR/USDT,26,103,21,-25.46
TIA/USDT,26,103,21,-92.98
TAO/USDT,26,103,21,-36.64
TON/USDT,26,103,21,-8.54
ETH/USDT,26,103,22,459.84
BTC/USDT,26,103,22,312.5
DOGE/USDT,26,103,22,689.12
NEAR/USDT,26,103,22,-54.31
TIA/USDT,26,103,22,-89.89
TAO/USDT,26,103,22,-29.48
TON/USDT,26,103,22,-10.0
ETH/USDT,26,103,23,400.54
BTC/USDT,26,103,23,317.62
DOGE/USDT,26,103,23,681.89
NEAR/USDT,26,103,23,-86.14
TIA/USDT,26,103,23,-79.21
TAO/USDT,26,103,23,-9.15
TON/USDT,26,103,23,-8.37
ETH/USDT,26,103,24,382.15
BTC/USDT,26,103,24,339.5
DOGE/USDT,26,103,24,675.46
NEAR/USDT,26,103,24,-82.81
TIA/USDT,26,103,24,-58.64
TAO/USDT,26,103,24,-2.83
TON/USDT,26,103,24,-10.01
ETH/USDT,26,103,25,299.84
BTC/USDT,26,103,25,343.35
DOGE/USDT,26,103,25,607.48
NEAR/USDT,26,103,25,-89.75
TIA/USDT,26,103,25,-58.27
TAO/USDT,26,103,25,-8.39
TON/USDT,26,103,25,-11.48
ETH/USDT,26,103,26,270.06
BTC/USDT,26,103,26,333.46
DOGE/USDT,26,103,26,577.56
NEAR/USDT,26,103,26,-66.96
TIA/USDT,26,103,26,-69.9
TAO/USDT,26,103,26,-15.11
TON/USDT,26,103,26,-9.76
ETH/USDT,26,103,27,253.48
BTC/USDT,26,103,27,303.03
DOGE/USDT,26,103,27,582.37
NEAR/USDT,26,103,27,-48.18
TIA/USDT,26,103,27,-59.72
TAO/USDT,26,103,27,-21.33
TON/USDT,26,103,27,-11.6
ETH/USDT,26,103,28,212.03
BTC/USDT,26,103,28,289.64
DOGE/USDT,26,103,28,564.21
NEAR/USDT,26,103,28,33.0
TIA/USDT,26,103,28,-60.34
TAO/USDT,26,103,28,-24.56
TON/USDT,26,103,28,-12.96
ETH/USDT,26,103,29,173.69
BTC/USDT,26,103,29,280.68
DOGE/USDT,26,103,29,605.05
NEAR/USDT,26,103,29,12.32
TIA/USDT,26,103,29,-44.38
TAO/USDT,26,103,29,-31.28
TON/USDT,26,103,29,-10.28
ETH/USDT,26,104,17,422.9
BTC/USDT,26,104,17,229.95
DOGE/USDT,26,104,17,637.35
NEAR/USDT,26,104,17,157.21
TIA/USDT,26,104,17,-80.28
TAO/USDT,26,104,17,14.22
TON/USDT,26,104,17,-13.58
ETH/USDT,26,104,18,484.15
BTC/USDT,26,104,18,261.71
DOGE/USDT,26,104,18,642.09
NEAR/USDT,26,104,18,146.49
TIA/USDT,26,104,18,-90.39
TAO/USDT,26,104,18,0.78
TON/USDT,26,104,18,-10.62
ETH/USDT,26,104,19,454.4
BTC/USDT,26,104,19,281.02
DOGE/USDT,26,104,19,676.84
NEAR/USDT,26,104,19,98.54
TIA/USDT,26,104,19,-90.38
TAO/USDT,26,104,19,-7.8
TON/USDT,26,104,19,-10.56
ETH/USDT,26,104,20,460.36
BTC/USDT,26,104,20,283.75
DOGE/USDT,26,104,20,682.51
NEAR/USDT,26,104,20,69.01
TIA/USDT,26,104,20,-83.82
TAO/USDT,26,104,20,-32.56
TON/USDT,26,104,20,-10.5
ETH/USDT,26,104,21,467.78
BTC/USDT,26,104,21,306.63
DOGE/USDT,26,104,21,731.36
NEAR/USDT,26,104,21,-28.93
TIA/USDT,26,104,21,-102.34
TAO/USDT,26,104,21,-47.09
TON/USDT,26,104,21,-7.45
ETH/USDT,26,104,22,473.04
BTC/USDT,26,104,22,316.46
DOGE/USDT,26,104,22,675.56
NEAR/USDT,26,104,22,-54.44
TIA/USDT,26,104,22,-94.81
TAO/USDT,26,104,22,-29.48
TON/USDT,26,104,22,-8.91
ETH/USDT,26,104,23,414.1
BTC/USDT,26,104,23,321.87
DOGE/USDT,26,104,23,687.72
NEAR/USDT,26,104,23,-81.06
TIA/USDT,26,104,23,-78.29
TAO/USDT,26,104,23,-15.71
TON/USDT,26,104,23,-8.37
ETH/USDT,26,104,24,358.67
BTC/USDT,26,104,24,348.69
DOGE/USDT,26,104,24,667.21
NEAR/USDT,26,104,24,-85.52
TIA/USDT,26,104,24,-67.12
TAO/USDT,26,104,24,-6.7
TON/USDT,26,104,24,-10.21
ETH/USDT,26,104,25,285.81
BTC/USDT,26,104,25,337.84
DOGE/USDT,26,104,25,597.17
NEAR/USDT,26,104,25,-109.54
TIA/USDT,26,104,25,-58.75
TAO/USDT,26,104,25,-8.39
TON/USDT,26,104,25,-13.34
ETH/USDT,26,104,26,242.46
BTC/USDT,26,104,26,329.74
DOGE/USDT,26,104,26,584.37
NEAR/USDT,26,104,26,-52.85
TIA/USDT,26,104,26,-66.81
TAO/USDT,26,104,26,-18.63
TON/USDT,26,104,26,-9.76
ETH/USDT,26,104,27,248.85
BTC/USDT,26,104,27,290.24
DOGE/USDT,26,104,27,590.35
NEAR/USDT,26,104,27,-34.67
TIA/USDT,26,104,27,-58.03
TAO/USDT,26,104,27,-21.33
TON/USDT,26,104,27,-11.6
ETH/USDT,26,104,28,213.08
BTC/USDT,26,104,28,286.85
DOGE/USDT,26,104,28,572.87
NEAR/USDT,26,104,28,30.37
TIA/USDT,26,104,28,-40.9
TAO/USDT,26,104,28,-24.56
TON/USDT,26,104,28,-10.22
ETH/USDT,26,104,29,173.96
BTC/USDT,26,104,29,269.87
DOGE/USDT,26,104,29,581.06
NEAR/USDT,26,104,29,1.77
TIA/USDT,26,104,29,-49.36
TAO/USDT,26,104,29,-31.28
TON/USDT,26,104,29,-10.28
ETH/USDT,26,105,17,411.24
BTC/USDT,26,105,17,219.81
DOGE/USDT,26,105,17,626.33
NEAR/USDT,26,105,17,166.23
TIA/USDT,26,105,17,-81.48
TAO/USDT,26,105,17,13.07
TON/USDT,26,105,17,-13.58
ETH/USDT,26,105,18,480.44
BTC/USDT,26,105,18,254.17
DOGE/USDT,26,105,18,635.54
NEAR/USDT,26,105,18,142.75
TIA/USDT,26,105,18,-91.29
TAO/USDT,26,105,18,-3.02
TON/USDT,26,105,18,-10.62
ETH/USDT,26,105,19,480.22
BTC/USDT,26,105,19,277.53
DOGE/USDT,26,105,19,661.32
NEAR/USDT,26,105,19,88.05
TIA/USDT,26,105,19,-89.07
TAO/USDT,26,105,19,-7.8
TON/USDT,26,105,19,-10.35
ETH/USDT,26,105,20,476.84
BTC/USDT,26,105,20,277.06
DOGE/USDT,26,105,20,699.27
NEAR/USDT,26,105,20,60.1
TIA/USDT,26,105,20,-87.95
TAO/USDT,26,105,20,-26.71
TON/USDT,26,105,20,-10.64
ETH/USDT,26,105,21,484.42
BTC/USDT,26,105,21,309.43
DOGE/USDT,26,105,21,727.84
NEAR/USDT,26,105,21,11.04
TIA/USDT,26,105,21,-102.84
TAO/USDT,26,105,21,-42.81
TON/USDT,26,105,21,-9.27
ETH/USDT,26,105,22,444.38
BTC/USDT,26,105,22,312.12
DOGE/USDT,26,105,22,659.54
NEAR/USDT,26,105,22,-52.65
TIA/USDT,26,105,22,-93.71
TAO/USDT,26,105,22,-18.6
TON/USDT,26,105,22,-8.58
ETH/USDT,26,105,23,415.36
BTC/USDT,26,105,23,345.8
DOGE/USDT,26,105,23,678.56
NEAR/USDT,26,105,23,-57.97
TIA/USDT,26,105,23,-78.78
TAO/USDT,26,105,23,-18.68
TON/USDT,26,105,23,-9.38
ETH/USDT,26,105,24,346.86
BTC/USDT,26,105,24,354.69
DOGE/USDT,26,105,24,674.53
NEAR/USDT,26,105,24,-69.74
TIA/USDT,26,105,24,-61.75
TAO/USDT,26,105,24,-5.73
TON/USDT,26,105,24,-10.21
ETH/USDT,26,105,25,285.74
BTC/USDT,26,105,25,335.9
DOGE/USDT,26,105,25,606.94
NEAR/USDT,26,105,25,-124.79
TIA/USDT,26,105,25,-56.2
TAO/USDT,26,105,25,-11.64
TON/USDT,26,105,25,-13.34
ETH/USDT,26,105,26,239.63
BTC/USDT,26,105,26,332.56
DOGE/USDT,26,105,26,580.41
NEAR/USDT,26,105,26,-46.58
TIA/USDT,26,105,26,-59.75
TAO/USDT,26,105,26,-11.65
TON/USDT,26,105,26,-10.17
ETH/USDT,26,105,27,234.54
BTC/USDT,26,105,27,272.45
DOGE/USDT,26,105,27,598.43
NEAR/USDT,26,105,27,-21.53
TIA/USDT,26,105,27,-58.75
TAO/USDT,26,105,27,-16.06
TON/USDT,26,105,27,-11.6
ETH/USDT,26,105,28,191.13
BTC/USDT,26,105,28,289.74
DOGE/USDT,26,105,28,570.66
NEAR/USDT,26,105,28,24.69
TIA/USDT,26,105,28,-37.26
TAO/USDT,26,105,28,-24.56
TON/USDT,26,105,28,-10.22
ETH/USDT,26,105,29,159.38
BTC/USDT,26,105,29,253.98
DOGE/USDT,26,105,29,552.69
NEAR/USDT,26,105,29,-7.3
TIA/USDT,26,105,29,-50.74
TAO/USDT,26,105,29,-24.14
TON/USDT,26,105,29,-10.28
ETH/USDT,26,106,17,403.39
BTC/USDT,26,106,17,199.81
DOGE/USDT,26,106,17,620.34
NEAR/USDT,26,106,17,151.35
TIA/USDT,26,106,17,-81.9
TAO/USDT,26,106,17,19.63
TON/USDT,26,106,17,-10.96
ETH/USDT,26,106,18,467.77
BTC/USDT,26,106,18,278.8
DOGE/USDT,26,106,18,641.39
NEAR/USDT,26,106,18,138.02
TIA/USDT,26,106,18,-67.35
TAO/USDT,26,106,18,-2.62
TON/USDT,26,106,18,-10.4
ETH/USDT,26,106,19,469.44
BTC/USDT,26,106,19,274.81
DOGE/USDT,26,106,19,667.66
NEAR/USDT,26,106,19,59.37
TIA/USDT,26,106,19,-87.82
TAO/USDT,26,106,19,-7.6
TON/USDT,26,106,19,-10.35
ETH/USDT,26,106,20,471.24
BTC/USDT,26,106,20,275.17
DOGE/USDT,26,106,20,725.17
NEAR/USDT,26,106,20,52.8
TIA/USDT,26,106,20,-85.21
TAO/USDT,26,106,20,-26.71
TON/USDT,26,106,20,-9.91
ETH/USDT,26,106,21,480.56
BTC/USDT,26,106,21,298.76
DOGE/USDT,26,106,21,721.78
NEAR/USDT,26,106,21,17.31
TIA/USDT,26,106,21,-106.66
TAO/USDT,26,106,21,-42.81
TON/USDT,26,106,21,-9.39
ETH/USDT,26,106,22,438.69
BTC/USDT,26,106,22,303.76
DOGE/USDT,26,106,22,650.46
NEAR/USDT,26,106,22,-47.53
TIA/USDT,26,106,22,-89.56
TAO/USDT,26,106,22,-18.65
TON/USDT,26,106,22,-8.58
ETH/USDT,26,106,23,406.97
BTC/USDT,26,106,23,331.96
DOGE/USDT,26,106,23,684.54
NEAR/USDT,26,106,23,-63.6
TIA/USDT,26,106,23,-71.64
TAO/USDT,26,106,23,-10.33
TON/USDT,26,106,23,-9.58
ETH/USDT,26,106,24,328.62
BTC/USDT,26,106,24,354.73
DOGE/USDT,26,106,24,684.72
NEAR/USDT,26,106,24,-66.08
TIA/USDT,26,106,24,-62.74
TAO/USDT,26,106,24,-13.55
TON/USDT,26,106,24,-10.21
ETH/USDT,26,106,25,299.2
BTC/USDT,26,106,25,341.5
DOGE/USDT,26,106,25,594.94
NEAR/USDT,26,106,25,-118.14
TIA/USDT,26,106,25,-63.6
TAO/USDT,26,106,25,-14.24
TON/USDT,26,106,25,-13.34
ETH/USDT,26,106,26,239.8
BTC/USDT,26,106,26,314.83
DOGE/USDT,26,106,26,588.6
NEAR/USDT,26,106,26,-66.07
TIA/USDT,26,106,26,-53.72
TAO/USDT,26,106,26,-12.73
TON/USDT,26,106,26,-10.17
ETH/USDT,26,106,27,244.06
BTC/USDT,26,106,27,261.37
DOGE/USDT,26,106,27,591.97
NEAR/USDT,26,106,27,-23.22
TIA/USDT,26,106,27,-57.77
TAO/USDT,26,106,27,-16.06
TON/USDT,26,106,27,-11.6
ETH/USDT,26,106,28,189.21
BTC/USDT,26,106,28,282.08
DOGE/USDT,26,106,28,544.31
NEAR/USDT,26,106,28,34.56
TIA/USDT,26,106,28,-37.26
TAO/USDT,26,106,28,-19.18
TON/USDT,26,106,28,-10.22
ETH/USDT,26,106,29,168.82
BTC/USDT,26,106,29,247.14
DOGE/USDT,26,106,29,547.7
NEAR/USDT,26,106,29,-23.8
TIA/USDT,26,106,29,-50.74
TAO/USDT,26,106,29,-19.54
TON/USDT,26,106,29,-8.1
ETH/USDT,26,107,17,406.5
BTC/USDT,26,107,17,210.52
DOGE/USDT,26,107,17,598.04
NEAR/USDT,26,107,17,145.31
TIA/USDT,26,107,17,-85.84
TAO/USDT,26,107,17,22.3
TON/USDT,26,107,17,-10.74
ETH/USDT,26,107,18,471.71
BTC/USDT,26,107,18,279.91
DOGE/USDT,26,107,18,632.77
NEAR/USDT,26,107,18,137.37
TIA/USDT,26,107,18,-68.57
TAO/USDT,26,107,18,-2.62
TON/USDT,26,107,18,-11.59
ETH/USDT,26,107,19,504.67
BTC/USDT,26,107,19,272.34
DOGE/USDT,26,107,19,693.22
NEAR/USDT,26,107,19,65.15
TIA/USDT,26,107,19,-98.12
TAO/USDT,26,107,19,-6.93
TON/USDT,26,107,19,-12.37
ETH/USDT,26,107,20,468.22
BTC/USDT,26,107,20,268.45
DOGE/USDT,26,107,20,737.65
NEAR/USDT,26,107,20,68.94
TIA/USDT,26,107,20,-85.12
TAO/USDT,26,107,20,-33.28
TON/USDT,26,107,20,-9.91
ETH/USDT,26,107,21,477.61
BTC/USDT,26,107,21,286.56
DOGE/USDT,26,107,21,720.85
NEAR/USDT,26,107,21,12.63
TIA/USDT,26,107,21,-92.43
TAO/USDT,26,107,21,-44.2
TON/USDT,26,107,21,-7.96
ETH/USDT,26,107,22,434.74
BTC/USDT,26,107,22,311.99
DOGE/USDT,26,107,22,663.68
NEAR/USDT,26,107,22,-33.61
TIA/USDT,26,107,22,-75.37
TAO/USDT,26,107,22,-19.38
TON/USDT,26,107,22,-8.58
ETH/USDT,26,107,23,396.07
BTC/USDT,26,107,23,324.32
DOGE/USDT,26,107,23,675.95
NEAR/USDT,26,107,23,-55.65
TIA/USDT,26,107,23,-82.46
TAO/USDT,26,107,23,-9.99
TON/USDT,26,107,23,-9.58
ETH/USDT,26,107,24,334.7
BTC/USDT,26,107,24,339.34
DOGE/USDT,26,107,24,670.19
NEAR/USDT,26,107,24,-78.75
TIA/USDT,26,107,24,-64.66
TAO/USDT,26,107,24,-15.17
TON/USDT,26,107,24,-12.08
ETH/USDT,26,107,25,261.03
BTC/USDT,26,107,25,339.3
DOGE/USDT,26,107,25,609.28
NEAR/USDT,26,107,25,-117.12
TIA/USDT,26,107,25,-63.22
TAO/USDT,26,107,25,-7.26
TON/USDT,26,107,25,-13.34
ETH/USDT,26,107,26,235.06
BTC/USDT,26,107,26,301.86
DOGE/USDT,26,107,26,588.34
NEAR/USDT,26,107,26,-44.3
TIA/USDT,26,107,26,-52.94
TAO/USDT,26,107,26,-25.25
TON/USDT,26,107,26,-12.24
ETH/USDT,26,107,27,240.18
BTC/USDT,26,107,27,258.22
DOGE/USDT,26,107,27,589.51
NEAR/USDT,26,107,27,-14.03
TIA/USDT,26,107,27,-57.77
TAO/USDT,26,107,27,-16.06
TON/USDT,26,107,27,-11.6
ETH/USDT,26,107,28,168.75
BTC/USDT,26,107,28,279.98
DOGE/USDT,26,107,28,538.8
NEAR/USDT,26,107,28,24.87
TIA/USDT,26,107,28,-43.53
TAO/USDT,26,107,28,-14.59
TON/USDT,26,107,28,-10.22
ETH/USDT,26,107,29,196.72
