pair,ema,bol_band,bol_std,result
TIA/USDT,24,58,19,-57.77
TAO/USDT,24,58,19,1.8
TON/USDT,24,58,19,-5.09
ETH/USDT,24,58,20,490.33
BTC/USDT,24,58,20,308.91
DOGE/USDT,24,58,20,648.5
NEAR/USDT,24,58,20,-65.91
TIA/USDT,24,58,20,-82.14
TAO/USDT,24,58,20,-8.67
TON/USDT,24,58,20,-8.49
BTC/USDT,24,58,21,309.19
ETH/USDT,24,58,21,478.5
DOGE/USDT,24,58,21,635.99
NEAR/USDT,24,58,21,-59.55
TIA/USDT,24,58,21,-87.2
TAO/USDT,24,58,21,-19.46
TON/USDT,24,58,21,-8.49
ETH/USDT,24,58,22,453.28
BTC/USDT,24,58,22,292.48
DOGE/USDT,24,58,22,664.18
NEAR/USDT,24,58,22,-78.86
TIA/USDT,24,58,22,-77.73
TAO/USDT,24,58,22,-17.85
TON/USDT,24,58,22,-9.03
ETH/USDT,24,58,23,435.7
BTC/USDT,24,58,23,280.13
DOGE/USDT,24,58,23,628.4
NEAR/USDT,24,58,23,-70.69
TIA/USDT,24,58,23,-99.91
TAO/USDT,24,58,23,-16.39
TON/USDT,24,58,23,-9.17
ETH/USDT,24,58,24,392.06
BTC/USDT,24,58,24,317.6
DOGE/USDT,24,58,24,629.19
NEAR/USDT,24,58,24,-24.88
TIA/USDT,24,58,24,-76.76
TAO/USDT,24,58,24,-41.15
TON/USDT,24,58,24,-7.91
ETH/USDT,24,58,25,396.86
BTC/USDT,24,58,25,301.76
DOGE/USDT,24,58,25,574.99
NEAR/USDT,24,58,25,14.75
TIA/USDT,24,58,25,-76.75
TAO/USDT,24,58,25,-28.18
TON/USDT,24,58,25,-7.73
ETH/USDT,24,58,26,342.65
BTC/USDT,24,58,26,292.54
DOGE/USDT,24,58,26,557.43
NEAR/USDT,24,58,26,19.35
TIA/USDT,24,58,26,-83.29
TAO/USDT,24,58,26,-54.14
TON/USDT,24,58,26,-12.06
ETH/USDT,24,58,27,400.32
BTC/USDT,24,58,27,311.35
DOGE/USDT,24,58,27,565.12
NEAR/USDT,24,58,27,-65.63
TIA/USDT,24,58,27,-95.08
TAO/USDT,24,58,27,-46.93
TON/USDT,24,58,27,-13.93
ETH/USDT,24,58,28,389.02
BTC/USDT,24,58,28,300.48
DOGE/USDT,24,58,28,530.05
NEAR/USDT,24,58,28,-44.39
TIA/USDT,24,58,28,-63.91
TAO/USDT,24,58,28,-50.77
TON/USDT,24,58,28,-17.04
ETH/USDT,24,58,29,374.48
BTC/USDT,24,58,29,272.5
DOGE/USDT,24,58,29,582.31
NEAR/USDT,24,58,29,-82.41
TIA/USDT,24,58,29,-62.82
TAO/USDT,24,58,29,-42.36
TON/USDT,24,58,29,-17.35
ETH/USDT,24,59,17,455.6
BTC/USDT,24,59,17,302.02
DOGE/USDT,24,59,17,670.19
NEAR/USDT,24,59,17,11.13
TIA/USDT,24,59,17,-56.06
TAO/USDT,24,59,17,16.66
TON/USDT,24,59,17,-10.09
ETH/USDT,24,59,18,443.06
BTC/USDT,24,59,18,290.22
DOGE/USDT,24,59,18,677.26
NEAR/USDT,24,59,18,27.69
TIA/USDT,24,59,18,-72.62
TAO/USDT,24,59,18,13.97
TON/USDT,24,59,18,-5.44
ETH/USDT,24,59,19,446.82
BTC/USDT,24,59,19,288.13
DOGE/USDT,24,59,19,677.49
NEAR/USDT,24,59,19,-13.66
TIA/USDT,24,59,19,-55.84
TAO/USDT,24,59,19,1.18
TON/USDT,24,59,19,-6.95
ETH/USDT,24,59,20,470.34
BTC/USDT,24,59,20,322.12
DOGE/USDT,24,59,20,627.33
NEAR/USDT,24,59,20,-52.11
TIA/USDT,24,59,20,-70.33
TAO/USDT,24,59,20,-15.49
TON/USDT,24,59,20,-8.49
BTC/USDT,24,59,21,314.62
ETH/USDT,24,59,21,494.84
DOGE/USDT,24,59,21,641.25
NEAR/USDT,24,59,21,-51.24
TIA/USDT,24,59,21,-79.54
TAO/USDT,24,59,21,-24.73
TON/USDT,24,59,21,-8.11
BTC/USDT,24,59,22,313.59
ETH/USDT,24,59,22,465.06
DOGE/USDT,24,59,22,633.96
NEAR/USDT,24,59,22,-72.23
TIA/USDT,24,59,22,-69.56
TAO/USDT,24,59,22,-21.24
TON/USDT,24,59,22,-8.28
ETH/USDT,24,59,23,428.01
BTC/USDT,24,59,23,292.22
DOGE/USDT,24,59,23,619.45
NEAR/USDT,24,59,23,-39.75
TIA/USDT,24,59,23,-94.82
TAO/USDT,24,59,23,-19.94
TON/USDT,24,59,23,-9.98
BTC/USDT,24,59,24,316.06
ETH/USDT,24,59,24,392.52
DOGE/USDT,24,59,24,618.43
NEAR/USDT,24,59,24,-42.83
TIA/USDT,24,59,24,-90.03
TAO/USDT,24,59,24,-25.73
TON/USDT,24,59,24,-8.11
ETH/USDT,24,59,25,369.97
BTC/USDT,24,59,25,300.4
DOGE/USDT,24,59,25,608.47
NEAR/USDT,24,59,25,34.67
TIA/USDT,24,59,25,-74.82
TAO/USDT,24,59,25,-26.69
TON/USDT,24,59,25,-10.03
ETH/USDT,24,59,26,356.52
BTC/USDT,24,59,26,294.44
DOGE/USDT,24,59,26,554.19
NEAR/USDT,24,59,26,1.6
TIA/USDT,24,59,26,-83.64
TAO/USDT,24,59,26,-51.97
TON/USDT,24,59,26,-12.54
ETH/USDT,24,59,27,402.92
BTC/USDT,24,59,27,302.37
DOGE/USDT,24,59,27,559.27
NEAR/USDT,24,59,27,-47.79
TIA/USDT,24,59,27,-80.58
TAO/USDT,24,59,27,-56.55
TON/USDT,24,59,27,-14.99
ETH/USDT,24,59,28,386.67
BTC/USDT,24,59,28,295.0
DOGE/USDT,24,59,28,529.27
NEAR/USDT,24,59,28,-48.67
TIA/USDT,24,59,28,-70.47
TAO/USDT,24,59,28,-50.77
TON/USDT,24,59,28,-17.04
ETH/USDT,24,59,29,369.94
BTC/USDT,24,59,29,282.12
DOGE/USDT,24,59,29,572.2
NEAR/USDT,24,59,29,-86.17
TIA/USDT,24,59,29,-59.71
TAO/USDT,24,59,29,-42.36
TON/USDT,24,59,29,-16.81
ETH/USDT,24,60,17,424.38
BTC/USDT,24,60,17,302.06
DOGE/USDT,24,60,17,680.39
NEAR/USDT,24,60,17,-12.68
TIA/USDT,24,60,17,-64.22
TAO/USDT,24,60,17,19.18
TON/USDT,24,60,17,-9.94
ETH/USDT,24,60,18,458.53
BTC/USDT,24,60,18,283.95
DOGE/USDT,24,60,18,699.9
NEAR/USDT,24,60,18,31.33
TIA/USDT,24,60,18,-73.11
TAO/USDT,24,60,18,11.78
TON/USDT,24,60,18,-6.95
ETH/USDT,24,60,19,453.43
BTC/USDT,24,60,19,299.44
DOGE/USDT,24,60,19,641.32
NEAR/USDT,24,60,19,-27.91
TIA/USDT,24,60,19,-55.66
TAO/USDT,24,60,19,2.79
TON/USDT,24,60,19,-6.95
ETH/USDT,24,60,20,497.25
BTC/USDT,24,60,20,318.28
DOGE/USDT,24,60,20,605.11
NEAR/USDT,24,60,20,-57.75
TIA/USDT,24,60,20,-74.7
TAO/USDT,24,60,20,-20.67
TON/USDT,24,60,20,-8.49
BTC/USDT,24,60,21,305.24
ETH/USDT,24,60,21,494.21
DOGE/USDT,24,60,21,645.4
NEAR/USDT,24,60,21,-21.85
TIA/USDT,24,60,21,-79.15
TAO/USDT,24,60,21,-28.12
TON/USDT,24,60,21,-8.11
BTC/USDT,24,60,22,319.28
ETH/USDT,24,60,22,463.87
DOGE/USDT,24,60,22,599.75
NEAR/USDT,24,60,22,-64.24
TIA/USDT,24,60,22,-63.75
TAO/USDT,24,60,22,-21.24
TON/USDT,24,60,22,-8.48
ETH/USDT,24,60,23,407.14
BTC/USDT,24,60,23,289.38
DOGE/USDT,24,60,23,606.55
NEAR/USDT,24,60,23,-17.0
TIA/USDT,24,60,23,-92.12
TAO/USDT,24,60,23,-13.2
TON/USDT,24,60,23,-9.98
BTC/USDT,24,60,24,299.12
ETH/USDT,24,60,24,428.15
DOGE/USDT,24,60,24,614.2
NEAR/USDT,24,60,24,-43.67
TIA/USDT,24,60,24,-88.44
TAO/USDT,24,60,24,-27.18
TON/USDT,24,60,24,-11.46
ETH/USDT,24,60,25,409.56
BTC/USDT,24,60,25,274.74
DOGE/USDT,24,60,25,600.01
NEAR/USDT,24,60,25,25.13
TIA/USDT,24,60,25,-74.96
TAO/USDT,24,60,25,-20.66
TON/USDT,24,60,25,-10.03
ETH/USDT,24,60,26,386.72
BTC/USDT,24,60,26,275.2
DOGE/USDT,24,60,26,556.26
NEAR/USDT,24,60,26,10.41
TIA/USDT,24,60,26,-86.15
TAO/USDT,24,60,26,-48.24
TON/USDT,24,60,26,-12.27
ETH/USDT,24,60,27,400.87
BTC/USDT,24,60,27,312.22
DOGE/USDT,24,60,27,546.58
NEAR/USDT,24,60,27,-44.56
TIA/USDT,24,60,27,-74.49
TAO/USDT,24,60,27,-58.43
TON/USDT,24,60,27,-14.99
ETH/USDT,24,60,28,374.13
BTC/USDT,24,60,28,287.46
DOGE/USDT,24,60,28,565.01
NEAR/USDT,24,60,28,-72.3
TIA/USDT,24,60,28,-67.48
TAO/USDT,24,60,28,-50.77
TON/USDT,24,60,28,-18.44
ETH/USDT,24,60,29,371.13
BTC/USDT,24,60,29,279.54
DOGE/USDT,24,60,29,573.42
NEAR/USDT,24,60,29,-84.34
TIA/USDT,24,60,29,-59.15
TAO/USDT,24,60,29,-45.23
TON/USDT,24,60,29,-16.81
ETH/USDT,24,61,17,445.47
BTC/USDT,24,61,17,294.11
DOGE/USDT,24,61,17,686.15
NEAR/USDT,24,61,17,22.92
TIA/USDT,24,61,17,-69.85
TAO/USDT,24,61,17,13.09
TON/USDT,24,61,17,-10.04
ETH/USDT,24,61,18,442.38
BTC/USDT,24,61,18,276.09
DOGE/USDT,24,61,18,688.01
NEAR/USDT,24,61,18,28.19
TIA/USDT,24,61,18,-56.18
TAO/USDT,24,61,18,13.43
TON/USDT,24,61,18,-6.95
ETH/USDT,24,61,19,464.5
BTC/USDT,24,61,19,298.11
DOGE/USDT,24,61,19,636.82
NEAR/USDT,24,61,19,-33.46
TIA/USDT,24,61,19,-49.45
TAO/USDT,24,61,19,-2.04
TON/USDT,24,61,19,-7.84
ETH/USDT,24,61,20,514.36
BTC/USDT,24,61,20,315.05
DOGE/USDT,24,61,20,601.61
NEAR/USDT,24,61,20,-67.35
TIA/USDT,24,61,20,-69.42
TAO/USDT,24,61,20,-19.27
TON/USDT,24,61,20,-9.62
ETH/USDT,24,61,21,509.57
BTC/USDT,24,61,21,310.42
DOGE/USDT,24,61,21,633.28
NEAR/USDT,24,61,21,-31.0
TIA/USDT,24,61,21,-71.0
TAO/USDT,24,61,21,-27.27
TON/USDT,24,61,21,-9.96
BTC/USDT,24,61,22,314.37
ETH/USDT,24,61,22,440.99
DOGE/USDT,24,61,22,586.07
NEAR/USDT,24,61,22,-43.62
TIA/USDT,24,61,22,-82.78
TAO/USDT,24,61,22,-21.81
TON/USDT,24,61,22,-10.55
ETH/USDT,24,61,23,421.17
BTC/USDT,24,61,23,288.49
DOGE/USDT,24,61,23,603.17
NEAR/USDT,24,61,23,-28.5
TIA/USDT,24,61,23,-90.5
TAO/USDT,24,61,23,-12.74
TON/USDT,24,61,23,-11.35
BTC/USDT,24,61,24,282.32
ETH/USDT,24,61,24,440.43
DOGE/USDT,24,61,24,606.06
NEAR/USDT,24,61,24,-15.41
TIA/USDT,24,61,24,-90.14
TAO/USDT,24,61,24,-22.97
TON/USDT,24,61,24,-11.58
ETH/USDT,24,61,25,431.85
BTC/USDT,24,61,25,258.08
DOGE/USDT,24,61,25,609.8
NEAR/USDT,24,61,25,25.78
TIA/USDT,24,61,25,-74.7
TAO/USDT,24,61,25,-29.77
TON/USDT,24,61,25,-11.08
ETH/USDT,24,61,26,396.18
BTC/USDT,24,61,26,277.18
DOGE/USDT,24,61,26,565.48
NEAR/USDT,24,61,26,-5.59
TIA/USDT,24,61,26,-70.62
TAO/USDT,24,61,26,-54.06
TON/USDT,24,61,26,-12.27
ETH/USDT,24,61,27,394.49
BTC/USDT,24,61,27,313.97
DOGE/USDT,24,61,27,551.06
NEAR/USDT,24,61,27,-57.89
TIA/USDT,24,61,27,-67.06
TAO/USDT,24,61,27,-56.58
TON/USDT,24,61,27,-16.39
ETH/USDT,24,61,28,366.9
BTC/USDT,24,61,28,275.03
DOGE/USDT,24,61,28,535.43
NEAR/USDT,24,61,28,-91.97
TIA/USDT,24,61,28,-65.28
TAO/USDT,24,61,28,-50.01
TON/USDT,24,61,28,-17.81
ETH/USDT,24,61,29,361.69
BTC/USDT,24,61,29,282.03
DOGE/USDT,24,61,29,492.1
NEAR/USDT,24,61,29,-63.61
TIA/USDT,24,61,29,-60.71
TAO/USDT,24,61,29,-41.3
TON/USDT,24,61,29,-16.81
ETH/USDT,24,62,17,467.51
BTC/USDT,24,62,17,271.72
DOGE/USDT,24,62,17,675.27
NEAR/USDT,24,62,17,11.4
TIA/USDT,24,62,17,-67.77
TAO/USDT,24,62,17,6.09
TON/USDT,24,62,17,-11.11
ETH/USDT,24,62,18,434.55
BTC/USDT,24,62,18,282.29
DOGE/USDT,24,62,18,675.37
NEAR/USDT,24,62,18,6.17
TIA/USDT,24,62,18,-49.64
TAO/USDT,24,62,18,3.72
TON/USDT,24,62,18,-6.95
ETH/USDT,24,62,19,475.87
BTC/USDT,24,62,19,294.66
DOGE/USDT,24,62,19,622.44
NEAR/USDT,24,62,19,-4.8
TIA/USDT,24,62,19,-58.27
TAO/USDT,24,62,19,-11.26
TON/USDT,24,62,19,-7.84
ETH/USDT,24,62,20,505.58
BTC/USDT,24,62,20,311.88
DOGE/USDT,24,62,20,595.29
NEAR/USDT,24,62,20,-70.26
TIA/USDT,24,62,20,-70.93
TAO/USDT,24,62,20,-27.89
TON/USDT,24,62,20,-9.96
ETH/USDT,24,62,21,521.25
BTC/USDT,24,62,21,314.11
DOGE/USDT,24,62,21,641.91
NEAR/USDT,24,62,21,-44.74
TIA/USDT,24,62,21,-87.77
TAO/USDT,24,62,21,-23.62
TON/USDT,24,62,21,-9.96
BTC/USDT,24,62,22,306.82
ETH/USDT,24,62,22,446.88
DOGE/USDT,24,62,22,602.47
NEAR/USDT,24,62,22,-39.05
TIA/USDT,24,62,22,-88.35
TAO/USDT,24,62,22,-18.36
TON/USDT,24,62,22,-11.75
ETH/USDT,24,62,23,425.4
BTC/USDT,24,62,23,295.08
DOGE/USDT,24,62,23,629.93
NEAR/USDT,24,62,23,-40.14
TIA/USDT,24,62,23,-88.92
TAO/USDT,24,62,23,-7.89
TON/USDT,24,62,23,-11.92
BTC/USDT,24,62,24,273.71
ETH/USDT,24,62,24,438.53
DOGE/USDT,24,62,24,611.03
NEAR/USDT,24,62,24,-16.52
TIA/USDT,24,62,24,-84.05
TAO/USDT,24,62,24,-21.45
TON/USDT,24,62,24,-12.06
ETH/USDT,24,62,25,423.14
BTC/USDT,24,62,25,254.52
DOGE/USDT,24,62,25,625.77
NEAR/USDT,24,62,25,24.05
TIA/USDT,24,62,25,-65.53
TAO/USDT,24,62,25,-27.86
TON/USDT,24,62,25,-12.07
ETH/USDT,24,62,26,390.02
BTC/USDT,24,62,26,273.44
DOGE/USDT,24,62,26,580.5
NEAR/USDT,24,62,26,-10.86
TIA/USDT,24,62,26,-54.83
TAO/USDT,24,62,26,-46.59
TON/USDT,24,62,26,-12.27
ETH/USDT,24,62,27,373.51
BTC/USDT,24,62,27,282.41
DOGE/USDT,24,62,27,553.37
NEAR/USDT,24,62,27,-78.61
TIA/USDT,24,62,27,-73.13
TAO/USDT,24,62,27,-45.18
TON/USDT,24,62,27,-16.39
ETH/USDT,24,62,28,368.17
BTC/USDT,24,62,28,276.94
DOGE/USDT,24,62,28,533.74
NEAR/USDT,24,62,28,-93.51
TIA/USDT,24,62,28,-62.38
TAO/USDT,24,62,28,-41.64
TON/USDT,24,62,28,-15.86
ETH/USDT,24,62,29,358.04
BTC/USDT,24,62,29,287.29
DOGE/USDT,24,62,29,478.63
NEAR/USDT,24,62,29,-86.45
TIA/USDT,24,62,29,-49.16
TAO/USDT,24,62,29,-41.3
TON/USDT,24,62,29,-12.38
ETH/USDT,24,63,17,441.65
BTC/USDT,24,63,17,267.43
DOGE/USDT,24,63,17,667.6
NEAR/USDT,24,63,17,3.29
TIA/USDT,24,63,17,-68.09
TAO/USDT,24,63,17,5.07
TON/USDT,24,63,17,-11.86
ETH/USDT,24,63,18,431.55
BTC/USDT,24,63,18,279.01
DOGE/USDT,24,63,18,686.15
NEAR/USDT,24,63,18,-1.26
TIA/USDT,24,63,18,-41.95
TAO/USDT,24,63,18,-1.52
TON/USDT,24,63,18,-6.95
ETH/USDT,24,63,19,481.44
BTC/USDT,24,63,19,296.93
DOGE/USDT,24,63,19,631.86
NEAR/USDT,24,63,19,-9.85
TIA/USDT,24,63,19,-52.43
TAO/USDT,24,63,19,-9.89
TON/USDT,24,63,19,-8.03
ETH/USDT,24,63,20,494.61
BTC/USDT,24,63,20,307.08
DOGE/USDT,24,63,20,607.25
NEAR/USDT,24,63,20,-88.07
TIA/USDT,24,63,20,-67.22
TAO/USDT,24,63,20,-26.66
TON/USDT,24,63,20,-9.96
ETH/USDT,24,63,21,512.41
BTC/USDT,24,63,21,307.89
DOGE/USDT,24,63,21,639.75
NEAR/USDT,24,63,21,-43.36
TIA/USDT,24,63,21,-92.4
TAO/USDT,24,63,21,-23.62
TON/USDT,24,63,21,-9.96
BTC/USDT,24,63,22,317.77
ETH/USDT,24,63,22,460.15
DOGE/USDT,24,63,22,609.26
NEAR/USDT,24,63,22,-36.85
TIA/USDT,24,63,22,-86.41
TAO/USDT,24,63,22,-9.9
TON/USDT,24,63,22,-11.88
ETH/USDT,24,63,23,452.68
BTC/USDT,24,63,23,295.44
DOGE/USDT,24,63,23,625.5
NEAR/USDT,24,63,23,-36.59
TIA/USDT,24,63,23,-93.22
TAO/USDT,24,63,23,-9.64
TON/USDT,24,63,23,-12.52
BTC/USDT,24,63,24,256.27
ETH/USDT,24,63,24,458.43
DOGE/USDT,24,63,24,616.55
NEAR/USDT,24,63,24,-15.17
TIA/USDT,24,63,24,-79.99
TAO/USDT,24,63,24,-24.35
TON/USDT,24,63,24,-12.06
BTC/USDT,24,63,25,268.56
ETH/USDT,24,63,25,428.5
DOGE/USDT,24,63,25,625.56
NEAR/USDT,24,63,25,10.96
TIA/USDT,24,63,25,-64.43
TAO/USDT,24,63,25,-26.34
TON/USDT,24,63,25,-12.07
ETH/USDT,24,63,26,374.36
BTC/USDT,24,63,26,283.18
DOGE/USDT,24,63,26,576.03
NEAR/USDT,24,63,26,0.08
TIA/USDT,24,63,26,-44.06
TAO/USDT,24,63,26,-41.99
TON/USDT,24,63,26,-15.54
ETH/USDT,24,63,27,353.77
BTC/USDT,24,63,27,305.71
DOGE/USDT,24,63,27,560.91
NEAR/USDT,24,63,27,-65.5
TIA/USDT,24,63,27,-65.64
TAO/USDT,24,63,27,-43.32
TON/USDT,24,63,27,-14.44
ETH/USDT,24,63,28,357.69
BTC/USDT,24,63,28,287.68
DOGE/USDT,24,63,28,509.14
NEAR/USDT,24,63,28,-122.99
TIA/USDT,24,63,28,-64.7
TAO/USDT,24,63,28,-42.95
TON/USDT,24,63,28,-12.98
ETH/USDT,24,63,29,361.32
BTC/USDT,24,63,29,269.98
DOGE/USDT,24,63,29,426.74
NEAR/USDT,24,63,29,-110.44
TIA/USDT,24,63,29,-60.34
TAO/USDT,24,63,29,-41.3
TON/USDT,24,63,29,-7.3
ETH/USDT,24,64,17,419.37
BTC/USDT,24,64,17,271.3
DOGE/USDT,24,64,17,656.75
NEAR/USDT,24,64,17,-27.0
TIA/USDT,24,64,17,-68.51
TAO/USDT,24,64,17,3.28
TON/USDT,24,64,17,-11.29
ETH/USDT,24,64,18,468.45
BTC/USDT,24,64,18,278.46
DOGE/USDT,24,64,18,673.48
NEAR/USDT,24,64,18,41.12
TIA/USDT,24,64,18,-44.79
TAO/USDT,24,64,18,-4.95
TON/USDT,24,64,18,-9.01
ETH/USDT,24,64,19,464.69
BTC/USDT,24,64,19,281.02
DOGE/USDT,24,64,19,639.28
NEAR/USDT,24,64,19,2.05
TIA/USDT,24,64,19,-50.07
TAO/USDT,24,64,19,-9.02
TON/USDT,24,64,19,-9.17
ETH/USDT,24,64,20,485.38
BTC/USDT,24,64,20,310.11
DOGE/USDT,24,64,20,589.51
NEAR/USDT,24,64,20,-43.96
TIA/USDT,24,64,20,-67.05
TAO/USDT,24,64,20,-24.75
TON/USDT,24,64,20,-11.82
ETH/USDT,24,64,21,516.89
BTC/USDT,24,64,21,315.11
DOGE/USDT,24,64,21,643.29
NEAR/USDT,24,64,21,-25.0
TIA/USDT,24,64,21,-98.73
TAO/USDT,24,64,21,-25.32
TON/USDT,24,64,21,-13.43
BTC/USDT,24,64,22,304.02
ETH/USDT,24,64,22,464.29
DOGE/USDT,24,64,22,579.42
NEAR/USDT,24,64,22,-10.67
TIA/USDT,24,64,22,-91.62
TAO/USDT,24,64,22,-10.55
TON/USDT,24,64,22,-12.61
ETH/USDT,24,64,23,452.0
BTC/USDT,24,64,23,272.99
DOGE/USDT,24,64,23,580.05
NEAR/USDT,24,64,23,-48.34
TIA/USDT,24,64,23,-88.44
TAO/USDT,24,64,23,-17.64
TON/USDT,24,64,23,-12.52
BTC/USDT,24,64,24,257.99
ETH/USDT,24,64,24,451.69
DOGE/USDT,24,64,24,622.13
NEAR/USDT,24,64,24,-11.5
TIA/USDT,24,64,24,-77.45
TAO/USDT,24,64,24,-23.01
TON/USDT,24,64,24,-12.06
BTC/USDT,24,64,25,275.64
ETH/USDT,24,64,25,445.39
DOGE/USDT,24,64,25,610.62
NEAR/USDT,24,64,25,-15.9
TIA/USDT,24,64,25,-70.67
TAO/USDT,24,64,25,-19.0
TON/USDT,24,64,25,-13.67
ETH/USDT,24,64,26,375.0
BTC/USDT,24,64,26,277.7
DOGE/USDT,24,64,26,580.24
NEAR/USDT,24,64,26,-0.77
TIA/USDT,24,64,26,-35.24
TAO/USDT,24,64,26,-41.77
TON/USDT,24,64,26,-16.39
ETH/USDT,24,64,27,351.6
BTC/USDT,24,64,27,289.62
DOGE/USDT,24,64,27,530.18
NEAR/USDT,24,64,27,-65.7
TIA/USDT,24,64,27,-57.43
TAO/USDT,24,64,27,-38.66
TON/USDT,24,64,27,-15.36
ETH/USDT,24,64,28,356.07
BTC/USDT,24,64,28,295.48
DOGE/USDT,24,64,28,490.78
NEAR/USDT,24,64,28,-122.78
TIA/USDT,24,64,28,-66.92
TAO/USDT,24,64,28,-34.24
TON/USDT,24,64,28,-13.2
ETH/USDT,24,64,29,383.5
BTC/USDT,24,64,29,275.79
DOGE/USDT,24,64,29,461.11
NEAR/USDT,24,64,29,-83.78
TIA/USDT,24,64,29,-49.58
TAO/USDT,24,64,29,-32.59
TON/USDT,24,64,29,-7.3
ETH/USDT,24,65,17,423.26
BTC/USDT,24,65,17,277.94
DOGE/USDT,24,65,17,657.91
NEAR/USDT,24,65,17,-26.5
TIA/USDT,24,65,17,-56.92
TAO/USDT,24,65,17,6.15
TON/USDT,24,65,17,-12.63
ETH/USDT,24,65,18,466.81
BTC/USDT,24,65,18,267.22
DOGE/USDT,24,65,18,639.75
NEAR/USDT,24,65,18,11.72
TIA/USDT,24,65,18,-47.78
TAO/USDT,24,65,18,-0.41
TON/USDT,24,65,18,-11.63
ETH/USDT,24,65,19,449.39
BTC/USDT,24,65,19,284.8
DOGE/USDT,24,65,19,631.08
NEAR/USDT,24,65,19,26.58
TIA/USDT,24,65,19,-72.57
TAO/USDT,24,65,19,-10.3
TON/USDT,24,65,19,-9.17
ETH/USDT,24,65,20,475.66
BTC/USDT,24,65,20,317.5
DOGE/USDT,24,65,20,567.99
NEAR/USDT,24,65,20,-13.86
TIA/USDT,24,65,20,-74.32
TAO/USDT,24,65,20,-24.45
TON/USDT,24,65,20,-11.82
ETH/USDT,24,65,21,524.83
BTC/USDT,24,65,21,301.28
DOGE/USDT,24,65,21,651.77
NEAR/USDT,24,65,21,-27.1
TIA/USDT,24,65,21,-104.34
TAO/USDT,24,65,21,-17.99
TON/USDT,24,65,21,-12.49
BTC/USDT,24,65,22,300.87
ETH/USDT,24,65,22,463.32
DOGE/USDT,24,65,22,574.16
NEAR/USDT,24,65,22,-1.41
TIA/USDT,24,65,22,-89.33
TAO/USDT,24,65,22,-12.88
TON/USDT,24,65,22,-13.09
ETH/USDT,24,65,23,464.99
BTC/USDT,24,65,23,285.48
DOGE/USDT,24,65,23,592.96
NEAR/USDT,24,65,23,-42.1
TIA/USDT,24,65,23,-85.74
TAO/USDT,24,65,23,-21.72
TON/USDT,24,65,23,-11.83
BTC/USDT,24,65,24,262.28
ETH/USDT,24,65,24,447.77
DOGE/USDT,24,65,24,640.85
NEAR/USDT,24,65,24,-14.54
TIA/USDT,24,65,24,-65.35
TAO/USDT,24,65,24,-22.8
TON/USDT,24,65,24,-13.46
BTC/USDT,24,65,25,276.6
ETH/USDT,24,65,25,449.17
DOGE/USDT,24,65,25,598.51
NEAR/USDT,24,65,25,-13.99
TIA/USDT,24,65,25,-65.01
TAO/USDT,24,65,25,-6.78
TON/USDT,24,65,25,-13.67
ETH/USDT,24,65,26,371.27
BTC/USDT,24,65,26,271.1
DOGE/USDT,24,65,26,569.32
NEAR/USDT,24,65,26,-37.13
TIA/USDT,24,65,26,-32.58
TAO/USDT,24,65,26,-21.32
TON/USDT,24,65,26,-16.39
ETH/USDT,24,65,27,342.07
BTC/USDT,24,65,27,291.84
DOGE/USDT,24,65,27,553.28
NEAR/USDT,24,65,27,-68.76
TIA/USDT,24,65,27,-61.02
TAO/USDT,24,65,27,-34.1
TON/USDT,24,65,27,-12.7
ETH/USDT,24,65,28,376.56
BTC/USDT,24,65,28,300.28
DOGE/USDT,24,65,28,518.36
NEAR/USDT,24,65,28,-164.16
TIA/USDT,24,65,28,-63.06
TAO/USDT,24,65,28,-34.24
TON/USDT,24,65,28,-11.0
ETH/USDT,24,65,29,387.15
BTC/USDT,24,65,29,268.14
DOGE/USDT,24,65,29,467.56
NEAR/USDT,24,65,29,-84.17
TIA/USDT,24,65,29,-55.22
TAO/USDT,24,65,29,-31.28
TON/USDT,24,65,29,-7.3
ETH/USDT,24,66,17,409.92
BTC/USDT,24,66,17,275.33
DOGE/USDT,24,66,17,643.52
NEAR/USDT,24,66,17,-4.61
TIA/USDT,24,66,17,-63.48
TAO/USDT,24,66,17,5.03
TON/USDT,24,66,17,-12.63
ETH/USDT,24,66,18,471.53
BTC/USDT,24,66,18,253.14
DOGE/USDT,24,66,18,644.48
NEAR/USDT,24,66,18,29.54
TIA/USDT,24,66,18,-43.45
TAO/USDT,24,66,18,-2.0
TON/USDT,24,66,18,-11.63
ETH/USDT,24,66,19,461.21
BTC/USDT,24,66,19,268.25
DOGE/USDT,24,66,19,629.03
NEAR/USDT,24,66,19,23.12
TIA/USDT,24,66,19,-76.13
TAO/USDT,24,66,19,-12.07
TON/USDT,24,66,19,-9.17
ETH/USDT,24,66,20,512.26
BTC/USDT,24,66,20,322.89
DOGE/USDT,24,66,20,575.94
NEAR/USDT,24,66,20,-27.0
TIA/USDT,24,66,20,-80.46
TAO/USDT,24,66,20,-18.2
TON/USDT,24,66,20,-15.86
ETH/USDT,24,66,21,515.92
BTC/USDT,24,66,21,300.79
DOGE/USDT,24,66,21,632.25
NEAR/USDT,24,66,21,-43.49
TIA/USDT,24,66,21,-109.13
TAO/USDT,24,66,21,-17.04
TON/USDT,24,66,21,-12.64
BTC/USDT,24,66,22,308.03
ETH/USDT,24,66,22,481.18
DOGE/USDT,24,66,22,597.28
NEAR/USDT,24,66,22,0.59
